"","1BlkThn.png","1Case2LG.png","1Case2SM.png","1LGGray.png","3Ba90.png","3Bb1.png","3Bb3.png","3Bb4.png","3Bb5.png","3Bb6.png","3Bb7.png","3Bb8.png","489.png","490.png","532.png","533.png","541.png","542.png","543.png","544.png","545.png","546.png","547.png","548.png","549.png","550.png","551.png","569.png","593.png","605.png","606.png","607.png","608.png","609.png","610.png","611.png","612.png","613.png","614.png","622.png","666.png"
"1BlkThn.png",0,24.8774929046631,29.498908996582,10.5732898712158,28.1493740081787,12.6823310852051,39.0615081787109,33.1709098815918,23.263355255127,29.234712600708,22.5906257629395,22.2757720947266,45.7997856140137,38.4259605407715,33.8330955505371,14.5552606582642,29.2703056335449,21.1338977813721,6.60522890090942,34.5362739562988,40.931583404541,38.4157295227051,19.8165092468262,38.7565155029297,28.0859680175781,12.0005302429199,29.5286827087402,51.0090446472168,48.4371604919434,21.0619735717773,16.1943473815918,26.6923809051514,28.6172046661377,19.678279876709,30.5663948059082,22.6828556060791,16.838773727417,34.1806106567383,43.998420715332,18.2695331573486,33.2407302856445
"1Case2LG.png",24.8774929046631,0,6.41503381729126,15.6418180465698,8.8514289855957,12.9423770904541,14.7953777313232,10.560977935791,7.25231122970581,5.21258878707886,4.71519041061401,7.29900598526001,21.8066806793213,13.9932498931885,10.6064777374268,11.8024950027466,11.1114692687988,6.21917057037354,19.7242488861084,13.6326055526733,20.2958221435547,17.7254104614258,7.28881978988647,15.5311584472656,7.47810077667236,13.423586845398,16.6664886474609,29.4637622833252,24.5049304962158,12.0690498352051,11.7763233184814,6.919508934021,14.1580753326416,8.47072696685791,6.90847587585449,6.681809425354,10.2948637008667,10.9783449172974,19.7962493896484,8.99193572998047,14.4375123977661
"1Case2SM.png",29.498908996582,6.41503381729126,0,19.5259971618652,4.14711999893188,17.1231346130371,9.82915878295898,4.94333839416504,6.69718933105469,3.9595103263855,8.27513694763184,7.73346042633057,16.6337375640869,10.2422161102295,4.64895582199097,15.2883863449097,6.64476919174194,8.73717498779297,23.652286529541,7.61920070648193,14.3192853927612,11.6780643463135,9.96997165679932,9.64852237701416,2.75445556640625,17.8297138214111,12.8464498519897,23.4550514221191,19.713752746582,12.6783981323242,14.430567741394,3.44830536842346,9.92681312561035,10.4492311477661,4.25922346115112,7.15224123001099,13.25843334198,5.91000461578369,16.5123195648193,11.9252557754517,8.88394451141357
"1LGGray.png",10.5732898712158,15.6418180465698,19.5259971618652,0,17.9328327178955,2.94381403923035,29.1409187316895,23.1651401519775,13.1797552108765,19.6929035186768,13.5307102203369,12.2364130020142,35.7812042236328,28.8565998077393,23.6808910369873,4.55532455444336,19.2577571868896,11.3195514678955,4.6774377822876,24.3388633728027,30.8146896362305,28.2308883666992,9.98843860626221,28.5735416412354,17.937952041626,3.54007172584534,20.1478233337402,40.8172836303711,38.5482864379883,11.132378578186,5.92036437988281,16.6552505493164,18.5542049407959,9.62921524047852,20.9726181030273,12.9116649627686,6.82414627075195,24.3215808868408,34.7027587890625,8.17751884460449,23.1496276855469
"3Ba90.png",28.1493740081787,8.8514289855957,4.14711999893188,17.9328327178955,0,15.9243316650391,12.4343576431274,6.0556378364563,5.52780628204346,7.43231201171875,8.86765003204346,6.29126167297363,18.5375328063965,13.7344093322754,6.69280576705933,13.8632202148438,3.84247398376465,7.7482762336731,22.0708351135254,6.69629240036011,13.4960994720459,10.7842960357666,8.96359252929688,10.9421138763428,3.1894006729126,16.7749576568604,9.35775756835938,23.3321971893311,21.6890773773193,9.45866680145264,12.437970161438,3.38347387313843,6.27525901794434,9.14941310882568,8.16829776763916,6.41639184951782,11.6549367904663,7.75728511810303,19.9911022186279,10.0998458862305,6.52833461761475
"3Bb1.png",12.6823310852051,12.9423770904541,17.1231346130371,2.94381403923035,15.9243316650391,0,26.7026691436768,20.9268417358398,10.8838052749634,17.0680980682373,10.8350505828857,9.93318462371826,33.4663696289062,26.2159404754639,21.4191360473633,2.57132315635681,17.4405956268311,8.83725166320801,7.29420518875122,22.4714965820312,29.1414318084717,26.5130252838135,7.48947381973267,26.4172878265381,15.7099227905273,1.22296953201294,19.3003444671631,39.1199645996094,36.1837768554688,10.6688890457153,5.42765617370605,14.3457155227661,17.4801864624023,7.47104358673096,18.3613262176514,10.4347257614136,5.08251810073853,21.9718799591064,31.9818649291992,6.18819570541382,21.5478858947754
"3Bb3.png",39.0615081787109,14.7953777313232,9.82915878295898,29.1409187316895,12.4343576431274,26.7026691436768,0,7.15279245376587,16.3529376983643,10.4777755737305,17.0697708129883,17.3134651184082,7.16914224624634,3.93836855888367,6.19444274902344,24.9088649749756,12.822151184082,18.2668151855469,33.3057975769043,8.84593772888184,11.3419942855835,9.77366542816162,19.6170406341553,4.2907338142395,11.729793548584,27.3725528717041,18.1487636566162,17.1925487518311,10.3908786773682,21.3340034484863,24.0087566375732,12.8235139846802,16.159761428833,20.0750999450684,9.42056083679199,16.7084140777588,22.8624076843262,6.10605096817017,8.72925853729248,21.4785938262939,11.8084230422974
"3Bb4.png",33.1709098815918,10.560977935791,4.94333839416504,23.1651401519775,6.0556378364563,20.9268417358398,7.15279245376587,0,10.521523475647,7.8572096824646,11.7296619415283,11.2313461303711,13.0337333679199,9.0044641494751,3.80740213394165,18.9598217010498,6.08291578292847,12.324215888977,27.308126449585,4.15180683135986,10.0930604934692,7.72868251800537,13.8980865478516,6.25296831130981,6.48619890213013,21.6678123474121,11.5736389160156,19.251127243042,15.9833850860596,14.8759155273438,17.7993125915527,6.91153430938721,9.96348667144775,14.329442024231,7.55470037460327,10.7812938690186,16.816442489624,1.9170435667038,15.0884799957275,15.2493476867676,6.16674423217773
"3Bb5.png",23.263355255127,7.25231122970581,6.69718933105469,13.1797552108765,5.52780628204346,10.8838052749634,16.3529376983643,10.521523475647,0,7.69699478149414,5.48915767669678,1.59355199337006,23.0214824676514,16.5370349884033,10.7646522521973,8.90817546844482,7.6987509727478,2.97829055786133,17.2661685943604,11.9766025543213,18.8305053710938,16.1097888946533,3.65427899360657,15.7055253982544,5.00326776504517,11.6721429824829,12.0236854553223,28.6194095611572,26.0397682189941,7.52941513061523,7.99832057952881,3.78179264068604,8.99504375457764,4.03961086273193,8.99923324584961,2.04604339599609,6.81881523132324,11.7565040588379,22.7064838409424,5.6159291267395,11.6125221252441
"3Bb6.png",29.234712600708,5.21258878707886,3.9595103263855,19.6929035186768,7.43231201171875,17.0680980682373,10.4777755737305,7.8572096824646,7.69699478149414,0,8.09004402160645,8.77231979370117,17.4937000274658,9.79140377044678,6.93218088150024,15.5586252212524,9.85249328613281,9.38686466217041,23.7156181335449,11.0164651870728,17.1598930358887,14.6470623016357,10.2895698547363,11.4551916122437,5.60098934173584,17.6248168945312,16.2638759613037,25.7044620513916,20.3804836273193,14.1610260009766,15.2226781845093,6.09482669830322,13.1027584075928,10.99853515625,2.32019734382629,7.83097743988037,13.7967214584351,8.11030101776123,15.6345310211182,12.7357368469238,12.3241376876831
